"","choice","income","price","text"
"543","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"544","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride for $3."
"545","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"546","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"547","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"548","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"549","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"550","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, at a price of $3."
"551","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"552","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride."
"553","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"554","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, for $3."
"555","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"556","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride at a price of $3."
"557","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"558","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"559","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"560","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"561","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride, price $3."
"562","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"563","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"564","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"565","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"566","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"567","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, for $3."
"568","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride for $3."
"569","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride at a price of $3."
"570","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"571","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"572","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"573","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride for $3."
"574","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride at a price of $3."
"575","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride for $3."
"576","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"577","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"578","colgate",70000,3," I purchased the Colgate Whitening toothpaste with fluoride."
"579","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"580","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, priced at $3."
"581","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, price $3."
"582","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"583","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"584","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"585","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, for $3."
"586","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"587","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride, for $3."
"588","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, for $3."
"589","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"590","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"591","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"592","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"593","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, price $3."
"594","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"595","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"596","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"597","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride, for $3."
"598","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, which was priced at $3."
"599","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"600","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"601","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"602","colgate",70000,3," I purchased the Colgate Whitening Toothpaste with Fluoride that was $3."
"603","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride."
"604","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"605","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"606","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"607","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, for $3."
"608","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"609","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"610","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"611","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"612","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"613","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"614","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"615","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"616","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, price $3."
"617","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"618","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"619","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride for $3."
"620","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"621","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, price $3."
"622","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"623","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"624","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"625","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"626","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"627","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride for $3."
"628","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, price $3."
"629","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride."
"630","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"631","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"632","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride for $3."
"633","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"634","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, for $3."
"635","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"636","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride."
"637","colgate",70000,3," I purchased the Colgate whitening toothpaste with fluoride, for $3."
"638","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"639","colgate",70000,3,"
I purchased the Colgate whitening toothpaste with fluoride."
"640","colgate",70000,3," I purchased Colgate whitening toothpaste with fluoride."
"641","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"642","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"643","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"644","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride at a price of $3.25."
"645","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"646","crest",70000,3.25," I purchased Crest whitening toothpaste with fluoride for $4."
"647","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"648","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"649","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"650","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"651","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"652","colgate",70000,3.25,"
I purchased the Colgate Whitening Toothpaste with Fluoride."
"653","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"654","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"655","colgate",70000,3.25," I purchased Colgate whitening toothpaste with fluoride, for $3.25."
"656","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"657","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"658","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"659","colgate",70000,3.25," I purchased Colgate whitening toothpaste with fluoride, price $3.25."
"660","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, for a price of $3.25."
"661","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"662","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"663","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"664","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"665","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"666","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"667","crest",70000,3.25," Crest whitening toothpaste with fluoride."
"668","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"669","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"670","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"671","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"672","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"673","colgate",70000,3.25," I purchased the Colgate Whitening toothpaste with fluoride."
"674","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"675","colgate",70000,3.25," I purchased Colgate whitening toothpaste with fluoride."
"676","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"677","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"678","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"679","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"680","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"681","crest",70000,3.25," I purchased Crest Whitening Toothpaste with fluoride."
"682","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"683","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"684","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"685","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"686","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"687","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"688","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"689","colgate",70000,3.25," I purchased the Colgate Whitening toothpaste with fluoride at the price $3.25."
"690","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"691","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"692","colgate",70000,3.25," I purchased Colgate whitening toothpaste with fluoride at a price of $3.25."
"693","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"694","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"695","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"696","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"697","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"698","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"699","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"700","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"701","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"702","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"703","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"704","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"705","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"706","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"707","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"708","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"709","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"710","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"711","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"712","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"713","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"714","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride at a price of $3.25."
"715","colgate",70000,3.25,"
I purchased Colgate whitening toothpaste with fluoride for $3.25."
"716","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"717","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"718","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"719","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"720","colgate",70000,3.25," I purchased the Colgate Whitening toothpaste with fluoride."
"721","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"722","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"723","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"724","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"725","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"726","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"727","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"728","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"729","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"730","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"731","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride at a price of $3.25."
"732","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"733","colgate",70000,3.25," I purchased the Colgate Whitening toothpaste with fluoride."
"734","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, priced at $3.25."
"735","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"736","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"737","colgate",70000,3.25," I purchased Colgate whitening toothpaste with fluoride for $3.25."
"738","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"739","colgate",70000,3.25," I purchased the Colgate Whitening toothpaste with fluoride, for $3.25."
"740","crest",70000,3.25," I purchased Crest whitening toothpaste with fluoride, at $4."
"741","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"742","colgate",70000,3.25," I purchase the Colgate whitening toothpaste with fluoride."
"743","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"744","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"745","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"746","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, at a cost of $3.25."
"747","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"748","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"749","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, which cost $3.25."
"750","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"751","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"752","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"753","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"754","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"755","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"756","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"757","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"758","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"759","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"760","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"761","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"762","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, for $3.25."
"763","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride."
"764","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"765","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride for $3.25."
"766","crest",70000,3.25," I purchased Crest whitening toothpaste with fluoride for $4."
"767","colgate",70000,3.25,"
I purchased the Colgate whitening toothpaste with fluoride."
"768","colgate",70000,3.25," I purchased the Colgate whitening toothpaste with fluoride, price $3.25."
"769","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"770","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"771","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"772","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, for $3.5."
"773","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"774","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, price $3.5."
"775","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"776","colgate",70000,3.5," I purchased Colgate whitening toothpaste with fluoride, price $3.5."
"777","colgate",70000,3.5," I purchased the Colgate Whitening Toothpaste with Fluoride."
"778","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"779","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, which was priced at $3.5."
"780","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"781","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"782","crest",70000,3.5," I purchased the Crest whitening toothpaste with fluoride for $4."
"783","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"784","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"785","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"786","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"787","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"788","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"789","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"790","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"791","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"792","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"793","crest",70000,3.5," I purchased the Crest whitening toothpaste with fluoride."
"794","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"795","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"796","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"797","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"798","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"799","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"800","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"801","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"802","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"803","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"804","colgate",70000,3.5," I purchased Colgate whitening toothpaste with fluoride."
"805","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"806","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"807","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"808","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"809","colgate",70000,3.5," I purchased Colgate whitening toothpaste with fluoride at a price of $3.5."
"810","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"811","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"812","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride, price $3.5."
"813","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"814","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"815","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"816","colgate",70000,3.5," I purchased the Colgate Whitening Toothpaste with Fluoride."
"817","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, for $3.5."
"818","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"819","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, for $3.5."
"820","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride, for $3.50."
"821","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"822","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"823","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"824","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"825","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"826","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"827","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"828","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.50."
"829","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride, for $3.5."
"830","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"831","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"832","crest",70000,3.5,"
I purchased the Crest whitening toothpaste with fluoride."
"833","crest",70000,3.5," I purchased the Crest whitening toothpaste with fluoride."
"834","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"835","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"836","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"837","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"838","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"839","colgate",70000,3.5," I purchased the Colgate Whitening Toothpaste with Fluoride, for $3.5."
"840","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"841","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride, price $3.5."
"842","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"843","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"844","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"845","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride at a price of $3.5."
"846","crest",70000,3.5,"
I purchased the Crest whitening toothpaste with fluoride for $4."
"847","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"848","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"849","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"850","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"851","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"852","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"853","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"854","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride at a price of $3.5."
"855","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"856","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"857","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"858","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, price $3.5."
"859","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"860","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, for $3.5."
"861","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"862","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride at a price of $3.5."
"863","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"864","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"865","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"866","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"867","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"868","colgate",70000,3.5," I purchased Colgate whitening toothpaste with fluoride for $3.50."
"869","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5"
"870","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"871","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"872","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"873","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"874","colgate",70000,3.5," I purchased Colgate whitening toothpaste with fluoride."
"875","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"876","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"877","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"878","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"879","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"880","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"881","colgate",70000,3.5," I purchased Colgate whitening toothpaste with fluoride, for $3.5."
"882","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"883","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride for $3.5."
"884","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride at a price of $3.5."
"885","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride."
"886","colgate",70000,3.5," I purchased the Colgate Whitening Toothpaste with Fluoride."
"887","colgate",70000,3.5," I purchased the Colgate Whitening Toothpaste with Fluoride."
"888","colgate",70000,3.5,"
I purchased the Colgate whitening toothpaste with fluoride."
"889","colgate",70000,3.5," I purchased the Colgate whitening toothpaste with fluoride, price $3.5."
